"","time.shift","wake","N","w.smooth"
"78800",63.5544444444444,1,18,3.80000000000001
"78801",63.5555555555556,1,18,3.86666666666667
"78802",63.5566666666667,1,18,3.93333333333334
"78803",63.5577777777778,1,18,4.00000000000001
"78804",63.5588888888889,1,18,4.06666666666667
"78805",63.56,1,18,4.13333333333334
"78806",63.5611111111111,1,18,4.2
"78807",63.5622222222222,1,18,4.2
"78808",63.5633333333333,1,18,4.2
"78809",63.5644444444444,1,18,4.2
"78810",63.5655555555556,1,18,4.2
"78811",63.5666666666667,1,18,4.2
"78812",63.5677777777778,1,18,4.26666666666667
"78813",63.5688888888889,1,18,4.33333333333334
"78814",63.57,1,18,4.4
"78815",63.5711111111111,1,18,4.4
"78816",63.5722222222222,1,18,4.4
"78817",63.5733333333333,1,18,4.4
"78818",63.5744444444444,1,18,4.46666666666667
"78819",63.5755555555556,1,18,4.53333333333334
"78820",63.5766666666667,1,18,4.6
"78821",63.5777777777778,1,18,4.66666666666667
"78822",63.5788888888889,1,18,4.73333333333334
"78823",63.58,1,18,4.8
"78824",63.5811111111111,1,18,4.86666666666667
"78825",63.5822222222222,1,18,4.93333333333334
"78826",63.5833333333333,1,18,4.93333333333334
"78827",63.5844444444444,1,18,4.93333333333334
"78828",63.5855555555556,1,18,5
"78829",63.5866666666667,1,18,5
"78830",63.5877777777778,1,18,5
"78831",63.5888888888889,1,18,5
"78832",63.59,1,18,5
"78833",63.5911111111111,1,18,5
"78834",63.5922222222222,1,18,5
"78835",63.5933333333333,1,18,5
"78836",63.5944444444444,1,18,5
"78837",63.5955555555555,1,18,5
"78838",63.5966666666667,1,18,5
"78839",63.5977777777778,1,18,5
"78840",63.5988888888889,1,18,5
"78841",63.6,1,18,5
"78842",63.6011111111111,1,18,5
"78843",63.6022222222222,1,18,5
"78844",63.6033333333333,1,18,5
"78845",63.6044444444444,1,18,5
"78846",63.6055555555556,1,18,5
"78847",63.6066666666667,1,18,5
"78848",63.6077777777778,1,18,5
"78849",63.6088888888889,1,18,5
"78850",63.61,1,18,5
"78851",63.6111111111111,1,18,5
"78852",63.6122222222222,1,18,5
"78853",63.6133333333333,1,18,5
"78854",63.6144444444444,1,18,5
"78855",63.6155555555556,1,18,5
"78856",63.6166666666667,1,18,5
"78857",63.6177777777778,1,18,5
"78858",63.6188888888889,1,18,5
"78859",63.62,1,18,5
"78860",63.6211111111111,1,18,5
"78861",63.6222222222222,1,18,5
"78862",63.6233333333333,1,18,5
"78863",63.6244444444444,1,18,5
"78864",63.6255555555556,1,18,5
"78865",63.6266666666667,1,18,5
"78866",63.6277777777778,1,18,5
"78867",63.6288888888889,1,18,5
"78868",63.63,1,18,5
"78869",63.6311111111111,1,18,5
"78870",63.6322222222222,1,18,5
"78871",63.6333333333333,1,18,5
"78872",63.6344444444444,1,18,5
"78873",63.6355555555556,1,18,5
"78874",63.6366666666667,1,18,5
"78875",63.6377777777778,1,18,5
"78876",63.6388888888889,1,18,5
"78877",63.64,1,18,5
"78878",63.6411111111111,1,18,5
"78879",63.6422222222222,1,18,5
"78880",63.6433333333333,1,18,5
"78881",63.6444444444444,1,18,5
"78882",63.6455555555556,1,18,5
"78883",63.6466666666667,1,18,5
"78884",63.6477777777778,1,18,5
"78885",63.6488888888889,1,18,5
"78886",63.65,1,18,5
"78887",63.6511111111111,1,18,5
"78888",63.6522222222222,1,18,5
"78889",63.6533333333333,1,18,5
"78890",63.6544444444445,1,18,5
"78891",63.6555555555556,1,18,5
"78892",63.6566666666667,1,18,5
"78893",63.6577777777778,1,18,5
"78894",63.6588888888889,1,18,5
"78895",63.66,1,18,5
"78896",63.6611111111111,1,18,5
"78897",63.6622222222222,1,18,5
"78898",63.6633333333333,1,18,5
"78899",63.6644444444444,1,18,5
"78900",63.6655555555556,1,18,5
"78901",63.6666666666667,1,18,5
"78902",63.6677777777778,1,18,5
"78903",63.6688888888889,1,18,5
"78904",63.67,1,18,5
"78905",63.6711111111111,1,18,5
"78906",63.6722222222222,1,18,5
"78907",63.6733333333333,1,18,5
"78908",63.6744444444444,1,18,5
"78909",63.6755555555556,1,18,5
"78910",63.6766666666667,1,18,5
"78911",63.6777777777778,1,18,5
"78912",63.6788888888889,1,18,5
"78913",63.68,1,18,5
"78914",63.6811111111111,1,18,5
"78915",63.6822222222222,1,18,5
"78916",63.6833333333333,1,18,5
"78917",63.6844444444444,1,18,5
"78918",63.6855555555556,1,18,5
"78919",63.6866666666667,1,18,5
"78920",63.6877777777778,1,18,5
"78921",63.6888888888889,1,18,5
"78922",63.69,1,18,5
"78923",63.6911111111111,1,18,5
"78924",63.6922222222222,1,18,5
"78925",63.6933333333333,1,18,5
"78926",63.6944444444444,1,18,5
"78927",63.6955555555556,1,18,5
"78928",63.6966666666667,1,18,5
"78929",63.6977777777778,1,18,5
"78930",63.6988888888889,1,18,5
"78931",63.7,1,18,5
"78932",63.7011111111111,1,18,5
"78933",63.7022222222222,1,18,5
"78934",63.7033333333333,1,18,5
"78935",63.7044444444444,1,18,5
"78936",63.7055555555555,1,18,5
"78937",63.7066666666667,1,18,5
"78938",63.7077777777778,1,18,5
"78939",63.7088888888889,1,18,5
"78940",63.71,1,18,5
"78941",63.7111111111111,1,18,5
"78942",63.7122222222222,1,18,5
"78943",63.7133333333333,1,18,5
"78944",63.7144444444444,1,18,5
"78945",63.7155555555556,1,18,5
"78946",63.7166666666667,1,18,5
"78947",63.7177777777778,1,18,5
"78948",63.7188888888889,1,18,5
"78949",63.72,1,18,5
"78950",63.7211111111111,1,18,5
"78951",63.7222222222222,1,18,5
"78952",63.7233333333333,1,18,5
"78953",63.7244444444444,1,18,5
"78954",63.7255555555556,1,18,5
"78955",63.7266666666667,1,18,5
"78956",63.7277777777778,1,18,5
"78957",63.7288888888889,1,18,5
"78958",63.73,1,18,5
"78959",63.7311111111111,1,18,5
"78960",63.7322222222222,1,18,5
"78961",63.7333333333333,1,18,5
"78962",63.7344444444444,1,18,5
"78963",63.7355555555555,1,18,5
"78964",63.7366666666667,1,18,5
"78965",63.7377777777778,1,18,5
"78966",63.7388888888889,1,18,5
"78967",63.74,1,18,5
"78968",63.7411111111111,1,18,5
"78969",63.7422222222222,1,18,5
"78970",63.7433333333333,1,18,5
"78971",63.7444444444444,1,18,5
"78972",63.7455555555556,1,18,5
"78973",63.7466666666667,1,18,5
"78974",63.7477777777778,1,18,5
"78975",63.7488888888889,1,18,5
"78976",63.75,1,18,5
"78977",63.7511111111111,1,18,5
"78978",63.7522222222222,1,18,5
"78979",63.7533333333333,1,18,5
"78980",63.7544444444444,1,18,5
"78981",63.7555555555556,1,18,5
"78982",63.7566666666667,1,18,5
"78983",63.7577777777778,1,18,5
"78984",63.7588888888889,1,18,5
"78985",63.76,1,18,5
"78986",63.7611111111111,1,18,5
"78987",63.7622222222222,1,18,5
"78988",63.7633333333333,1,18,5
"78989",63.7644444444445,1,18,5
"78990",63.7655555555556,1,18,5
"78991",63.7666666666667,1,18,5
"78992",63.7677777777778,1,18,5
"78993",63.7688888888889,1,18,5
"78994",63.77,1,18,5
"78995",63.7711111111111,1,18,5
"78996",63.7722222222222,1,18,5
"78997",63.7733333333333,1,18,5
"78998",63.7744444444444,1,18,5
"78999",63.7755555555556,1,18,5
"79000",63.7766666666667,1,18,5
"79001",63.7777777777778,1,18,5
"79002",63.7788888888889,1,18,5
"79003",63.78,1,18,5
"79004",63.7811111111111,1,18,5
"79005",63.7822222222222,1,18,5
"79006",63.7833333333333,1,18,5
"79007",63.7844444444444,1,18,5
"79008",63.7855555555556,1,18,5
"79009",63.7866666666667,1,18,5
"79010",63.7877777777778,1,18,5
"79011",63.7888888888889,1,18,5
"79012",63.79,1,18,5
"79013",63.7911111111111,1,18,5
"79014",63.7922222222222,1,18,5
"79015",63.7933333333333,1,18,5
"79016",63.7944444444445,1,18,5
"79017",63.7955555555556,1,18,5
"79018",63.7966666666667,1,18,5
"79019",63.7977777777778,1,18,5
"79020",63.7988888888889,1,18,5
"79021",63.8,1,18,5
"79022",63.8011111111111,1,18,5
"79023",63.8022222222222,1,18,5
"79024",63.8033333333333,1,18,5
"79025",63.8044444444444,1,18,5
"79026",63.8055555555556,1,18,5
"79027",63.8066666666667,1,18,5
"79028",63.8077777777778,1,18,5
"79029",63.8088888888889,1,18,5
"79030",63.81,1,18,5
"79031",63.8111111111111,1,18,5
"79032",63.8122222222222,1,18,5
"79033",63.8133333333333,1,18,5
"79034",63.8144444444444,1,18,5
"79035",63.8155555555556,1,18,5
"79036",63.8166666666667,1,18,5
"79037",63.8177777777778,1,18,5
"79038",63.8188888888889,1,18,5
"79039",63.82,1,18,5
"79040",63.8211111111111,1,18,5
"79041",63.8222222222222,1,18,5
"79042",63.8233333333333,1,18,5
"79043",63.8244444444444,1,18,5
"79044",63.8255555555556,1,18,5
"79045",63.8266666666667,1,18,5
"79046",63.8277777777778,1,18,5
"79047",63.8288888888889,1,18,5
"79048",63.83,1,18,5
"79049",63.8311111111111,1,18,5
"79050",63.8322222222222,1,18,5
"79051",63.8333333333333,1,18,5
"79052",63.8344444444444,1,18,5
"79053",63.8355555555556,1,18,5
"79054",63.8366666666667,1,18,5
"79055",63.8377777777778,1,18,5
"79056",63.8388888888889,1,18,5
"79057",63.84,1,18,5
"79058",63.8411111111111,1,18,5
"79059",63.8422222222222,1,18,5
"79060",63.8433333333333,1,18,5
"79061",63.8444444444444,1,18,5
"79062",63.8455555555555,1,18,5
"79063",63.8466666666667,1,18,5
"79064",63.8477777777778,1,18,5
"79065",63.8488888888889,1,18,5
"79066",63.85,1,18,5
"79067",63.8511111111111,1,18,5
"79068",63.8522222222222,1,18,5
"79069",63.8533333333333,1,18,5
"79070",63.8544444444444,1,18,5
"79071",63.8555555555556,1,18,5
"79072",63.8566666666667,1,18,5
"79073",63.8577777777778,1,18,5
"79074",63.8588888888889,1,18,5
"79075",63.86,1,18,5
"79076",63.8611111111111,1,18,5
"79077",63.8622222222222,1,18,5
"79078",63.8633333333333,1,18,5
"79079",63.8644444444444,1,18,5
"79080",63.8655555555556,1,18,5
"79081",63.8666666666667,1,18,5
"79082",63.8677777777778,1,18,5
"79083",63.8688888888889,1,18,5
"79084",63.87,1,18,5
"79085",63.8711111111111,1,18,5
"79086",63.8722222222222,1,18,5
"79087",63.8733333333333,1,18,5
"79088",63.8744444444444,1,18,5
"79089",63.8755555555556,1,18,5
"79090",63.8766666666667,1,18,5
"79091",63.8777777777778,1,18,5
"79092",63.8788888888889,1,18,5
"79093",63.88,1,18,5
"79094",63.8811111111111,1,18,5
"79095",63.8822222222222,1,18,5
"79096",63.8833333333333,1,18,5
"79097",63.8844444444444,1,18,5
"79098",63.8855555555556,1,18,5
"79099",63.8866666666667,1,18,5
"79100",63.8877777777778,1,18,5
"79101",63.8888888888889,1,18,5
